nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry,completion_year,labels,ticker,cik,title,score,is_pharma_sic,sic_description,outcome_category,intervention_types,intervention_names,modality,error,pubchem_verified_small_molecule_or_peptide,resolution_method,n_filings_checked,verified_filing_url,verified_filing_date,verified_context,ctod_original_outcome_category,ctod_original_label,label_correction_reason,car,price_beta,price_anchor_date,price_pull_error,needs_reverification
NCT03139604,,2017-05-02,2020-05-01,,2021-07-13,2017-05-02,2017-05-04,ACTUAL,2020-05-01,2020-05-15,ACTUAL,,,,2021-07-13,2021-08-11,ACTUAL,2017-07-19,ACTUAL,2017-07-19,2021-07,2021-07-31,2020-07-13,ACTUAL,2020-07-13,2019-05-02,ACTUAL,2019-05-02,,INTERVENTIONAL,,,GRAVITAS-301: A Study of Itacitinib or Placebo in Combination With Corticosteroids for Treatment of Acute Graft-Versus-Host Disease,"GRAVITAS-301: A Randomized, Double-Blind, Placebo-Controlled Phase 3 Study of Itacitinib or Placebo in Combination With Corticosteroids for the Treatment of First-Line Acute Graft-Versus-Host Disease",COMPLETED,,PHASE3,439.0,ACTUAL,Incyte Corporation,,2.0,,,f,,,,t,t,f,,,,,,,,,NO,,2024-10-16 00:10:40.306149,2024-10-16 00:10:40.306149,INDUSTRY,,,,,,,2020,1.0,INCY,879169.0,INCYTE CORP,100.0,True,Services-Commercial Physical & Biological Research,success,DRUG,Itacitinib,small_molecule_candidate,,True,edgar_primary,6,https://www.sec.gov/Archives/edgar/data/879169/000110465920089933/tm2026363d1_ex99-1.htm,2020-08-04,"in previously reported studies. REACH3 is the largest randomized trial ever conducted in the steroid-refractory chronic GVHD setting. Data are being prepared for presentation at an upcoming medical meeting and for regulatory submission. &nbsp; &nbsp; 3 &nbsp; &nbsp; &nbsp; Indication and status &nbsp; ruxolitinib (JAK1/JAK2) Steroid-refractory chronic GVHD: Phase 3 (REACH3) 1 Primary endpoint met itacitinib (JAK1) Treatment-na&iuml;ve chronic GVHD: Phase 3 (GRAVITAS-309) pemigatinib (FGFR1/2/3) Cholangiocarcinoma: Phase 2 (FIGHT-202), Phase 3 (FIGHT-302); MAA under review Bladder cancer: Phase 2 (FIGHT-201, FIGHT-205) 8p11 MPN: Phase 2 (FIGHT-203) Tumor agnostic: Phase 2 (FIGHT-207) tafasitamab (CD19) 2 &nbsp; r/r DLBCL: Phase 2 (L-MIND); Phase 3 (B-MIND); MAA under review First-line DLBCL: Phase 1b",success,1.0,,-0.1556298346020542,0.640015312011069,2020-08-04,,False
NCT04921969,,2021-06-07,2024-05-08,,2024-06-07,2021-06-07,2021-06-10,ACTUAL,2024-06-07,2024-06-10,ACTUAL,,,,2024-06-07,2024-06-10,ACTUAL,2021-07-19,ACTUAL,2021-07-19,2024-06,2024-06-30,2024-04-08,ACTUAL,2024-04-08,2023-05-10,ACTUAL,2023-05-10,,INTERVENTIONAL,,,A Study to Assess the Efficacy and Safety of Ruxolitinib Cream in Children With Atopic Dermatitis (TRuE-AD3),"A Phase 3, Double-Blind, Randomized, Vehicle-Controlled, Efficacy and Safety Study of Ruxolitinib Cream Followed by a Long-Term Safety Extension Period in Children (Ages≥ 2 Years to < 12 Years) With Atopic Dermatitis ((TRuE-AD3)",COMPLETED,,PHASE3,330.0,ACTUAL,Incyte Corporation,,3.0,,,f,,,,f,t,f,,,,,,Data will be shared after the primary publication or 2 years after the study has ended for market authorized products and indications.,"Data from eligible studies will be shared with qualified researchers according to the criteria and process described in the Data Sharing section of the www.incyteclinicaltrials.com website. For approved requests, the researchers will be granted access to anonymized data under the terms of a data sharing agreement.",https://www.incyte.com/our-company/compliance-and-transparency,YES,Incyte shares data with qualified external researchers after a research proposal is submitted. These requests are reviewed and approved by a review panel on the basis of scientific merit. All data provided is anonymized to respect the privacy of patients who have participated in the trial in line with applicable laws and regulations.~The trial data availability is according to the criteria and process described on https://www.incyte.com/our-company/compliance-and-transparency.,2024-10-16 10:04:16.813335,2024-10-16 10:04:16.813335,INDUSTRY,,,,,,,2024,1.0,INCY,879169.0,INCYTE CORP,100.0,True,Services-Commercial Physical & Biological Research,success,DRUG,Ruxolitinib,small_molecule_candidate,,True,edgar_primary,8,https://www.sec.gov/Archives/edgar/data/879169/000087916924000074/incy-q12024xexx991.htm,2024-04-30,"tamab, a humanized Fc-modified CD19-targeting immunotherapy marketed in the U.S. as Monjuvi &#174; (tafasitamab-cxix) and outside of the U.S. as Minjuvi &#174; (tafasitamab). &#8226; In March 2024, multiple abstracts featuring data from Incyte's dermatology portfolio were presented at the 2024 American Academy of Dermatology (AAD) Annual Meeting, including two late-breaking oral presentations for ruxolitinib cream (Opzelura) in hidradenitis suppurativa (HS) and povorcitinib in prurigo nodularis (PN). 1 &#8226; In April 2024, Incyte and China Medical System Holdings Limited announced the Companies entered into a Collaboration and License Agreement, through a wholly-owned dermatology medical aesthetic subsidiary CMS Skinhealth, for the development and commercialization of povorcitinib, a selective oral",success,1.0,,-0.026772305882134,0.3846388198181652,2024-04-30,,False
NCT03359785,,2017-11-27,2023-12-08,2021-12-07,2024-01-30,2017-11-27,2017-12-02,ACTUAL,2024-01-30,2024-02-28,ACTUAL,,2024-02-28,ACTUAL,2024-01-30,2024-02-28,ACTUAL,2018-01-10,ACTUAL,2018-01-10,2024-01,2024-01-31,2020-12-21,ACTUAL,2020-12-21,2020-12-21,ACTUAL,2020-12-21,,INTERVENTIONAL,,The safety analysis set included all participants who were randomized and received at least 1 dose of double-blind study drug.,A Study to Evaluate Multiple Oral Doses of Luvadaxistat in Adults With Schizophrenia,"A Phase 2 Randomized, Double-Blind, Placebo-Controlled, Cross-Over Study to Evaluate Pharmacodynamic Effects, Safety, Tolerability, and Pharmacokinetics of Multiple Oral Doses of TAK-831 in Adult Subjects With Schizophrenia",COMPLETED,,PHASE2,31.0,ACTUAL,Neurocrine Biosciences,,4.0,,,f,,,,f,t,f,,,,,,,,,NO,,2024-10-14 23:47:47.465427,2024-10-14 23:47:47.465427,INDUSTRY,,,,,,,2020,1.0,NBIX,914475.0,NEUROCRINE BIOSCIENCES INC,100.0,True,"Biological Products, (No Diagnostic Substances)",success,DRUG;DRUG,Luvadaxistat;Matching Placebo,small_molecule_candidate,,True,edgar_primary,9,https://www.sec.gov/Archives/edgar/data/914475/000091447521000035/nbix-20210331exhibit991.htm,2021-05-05,"e second quarter of 2021. &#8226; In February 2021, the Company notified Voyager Therapeutics, Inc. (Voyager) of the Company&#8217;s termination of the NBIb-1817 (VY-AADC) development program in Parkinson&#8217;s disease (the Program). The Company will work to transfer the rights to the Program to Voyager by August 2, 2021. &#8226; On March 2, 2021, the Company announced that investigational drug luvadaxistat (NBI-1065844&#47;TAK-831) did not meet its primary endpoint in the Phase II INTERACT study in adults with negative symptoms of schizophrenia. Luvadaxistat met both secondary endpoints of cognitive assessment. The Company plans to initiate a Phase II study for the treatment of cognitive impairment associated with schizophrenia (CIAS) by the end of 2021. &#8226; In April 2021, the U.S. Food and Dru",success,1.0,,0.1939363399311885,0.7262378700118898,2021-05-05,,False
NCT03377699,,2017-11-16,2021-12-15,,2023-01-19,2017-12-14,2017-12-19,ACTUAL,2022-03-29,2022-04-27,ACTUAL,,,,2023-01-19,2023-01-20,ACTUAL,2017-11-22,ACTUAL,2017-11-22,2023-01,2023-01-31,2020-12-17,ACTUAL,2020-12-17,2020-12-17,ACTUAL,2020-12-17,,INTERVENTIONAL,EXPECT,FASall: included all randomised women contributed to the evaluation.,"Research Study Comparing Insulin Degludec to Insulin Detemir, Together With Insulin Aspart, in Pregnant Women With Type 1 Diabetes","A Trial Comparing the Effect and Safety of Insulin Degludec Versus Insulin Detemir, Both in Combination With Insulin Aspart, in the Treatment of Pregnant Women With Type 1 Diabetes",COMPLETED,,PHASE3,225.0,ACTUAL,Novo Nordisk A/S,,2.0,,,f,,,,t,t,f,,,t,,,,,,YES,According to the Novo Nordisk disclosure commitment on novonordisk-trials.com,2024-10-16 00:10:40.306149,2024-10-16 00:10:40.306149,INDUSTRY,,,,,,,2020,1.0,NVO,353278.0,NOVO NORDISK A S,90.32258064516128,True,Pharmaceutical Preparations,success,DRUG,Insulin degludec,small_molecule_candidate,,True,edgar_primary,84,https://www.sec.gov/Archives/edgar/data/353278/000162828021001358/nvo-20201231.htm,2021-02-03,"ablet, Rybelsus &#174; , was granted market authorisation in the EU and Japan for treatment of adults with type 2 diabetes (T2D). &#8211; In China, a label expansion for Victoza &#174; was approved to include a cardiovascular (CV) indication based on LEADER. Furthermore, new drug applications (NDAs) were submitted to China&#8217;s National Medicinal Products Administration for semaglutide and the insulin degludec/liraglutide combination. Clinical progress &#8211; The phase 3b trial, SUSTAIN FORTE, completed successfully, demonstrating superior reduction in HbA1c for 2.0 mg semaglutide compared with 1.0 mg semaglutide when administered once-weekly subcutaneously (sc) in people with T2D in need of treatment intensification 1 . &#8211; A phase 3b trial was initiated, investigating the effects of sc semagluti",success,1.0,,-0.053128316765716,0.3118341880006785,2021-02-03,,False
NCT05538312,,2022-09-08,2024-04-19,,2024-04-19,2022-09-08,2022-09-13,ACTUAL,2024-04-19,2024-09-23,ACTUAL,,,,2024-04-19,2024-09-23,ACTUAL,2023-02-23,ACTUAL,2023-02-23,2024-04,2024-04-30,2023-05-22,ACTUAL,2023-05-22,2023-04-24,ACTUAL,2023-04-24,,INTERVENTIONAL,,Baseline participants included all participants enrolled and who took at least 1 dose of study intervention.,A Study to Understand the Effect of Itraconazole on the Levels of a Study Medicine Called ARV-471 in Healthy Adults,"AN INTERVENTIONAL, PHASE 1, OPEN-LABEL, FIXED SEQUENCE, 2-PERIOD STUDY TO ESTIMATE THE EFFECT OF MULTIPLE DOSES OF ITRACONAZOLE ON THE PHARMACOKINETICS OF SINGLE DOSE ARV-471 IN THE FED CONDITION IN HEALTHY ADULT MALES, AND FEMALES OF NONCHILDBEARING POTENTIAL",COMPLETED,,PHASE1,12.0,ACTUAL,Pfizer,"AUCinf for ARV-473 could only be reported for 2 of 12 participants in Period 1 (ARV-471 alone) and 6 of 12 participants in Period 2 (ARV-471 + itraconazole) based on protocol prespecified criteria, therefore was not used as the primary endpoint for ARV-473. Furthermore, AUC120, was selected as the primary endpoint for ARV-473 in lieu of AUClast to account for the difference in sampling intervals between Test Treatment (0-168 hours) and Reference Treatment (0-120 hours).",1.0,,,f,,,,,f,f,,,,,,,,,NO,"Pfizer will provide access to individual de-identified participant data and related study documents (e.g. protocol, Statistical Analysis Plan (SAP), Clinical Study Report (CSR)) upon request from qualified researchers, and subject to certain criteria, conditions, and exceptions. Further details on Pfizer's data sharing criteria and process for requesting access can be found at: https://www.pfizer.com/science/clinical_trials/trial_data_and_results/data_requests.",2024-10-14 23:47:47.465427,2024-10-14 23:47:47.465427,INDUSTRY,,,,,,,2023,1.0,PFE,78003.0,PFIZER INC,100.0,True,Pharmaceutical Preparations,success,DRUG;DRUG,vepdegestrant;Itraconazole,small_molecule_candidate,,True,edgar_primary,11,https://www.sec.gov/Archives/edgar/data/78003/000007800324000017/pfe-12312023xex99.htm,2024-01-30,"nificant and clinically meaningful effect on annualized bleeding rate. The safety profile for marstacimab was consistent with Phase 1&#47;2 results, and treatment was generally well-tolerated in the study. No deaths were reported, and there have been no thromboembolic events or events of consumptive coagulopathy recorded in hemophilia patients in clinical trials investigating marstacimab. &#9642; Vepdegestrant (ARV-471) &#8211; In December 2023, Arvinas, Inc. and Pfizer presented interim results from the Phase 1b trial evaluating vepdegestrant, a novel oral PROteolysis TArgeting Chimera (PROTAC) estrogen receptor (ER) degrader, in combination with palbociclib (Ibrance). Study data from the combination cohort demonstrated encouraging clinical activity in heavily pre-treated patients with a median of fou",success,1.0,,0.14287519019528,0.0604345222033288,2024-01-30,,False
NCT04074161,,2019-08-28,2022-03-21,,2023-05-18,2019-08-28,2019-08-29,ACTUAL,2022-04-26,2022-04-27,ACTUAL,,,,2023-05-18,2023-05-19,ACTUAL,2019-09-11,ACTUAL,2019-09-11,2023-05,2023-05-31,2021-05-11,ACTUAL,2021-05-11,2021-03-27,ACTUAL,2021-03-27,,INTERVENTIONAL,STEP 8,The full analysis set (FAS) included all randomized participants.,Research Study to Investigate How Well Semaglutide Works Compared to Liraglutide in People Living With Overweight or Obesity,Effect and Safety of Subcutaneous Semaglutide 2.4 mg Once Weekly Compared to Liraglutide 3.0 mg Once Daily on Weight Management in Subjects With Overweight or Obesity,COMPLETED,,PHASE3,338.0,ACTUAL,Novo Nordisk A/S,,4.0,,,f,,,,f,t,f,,,,,,,,http://novonordisk-trials.com,YES,According to the Novo Nordisk disclosure commitment on novonordisk-trials.com,2024-10-15 06:35:00.136655,2024-10-15 06:35:00.136655,INDUSTRY,,,,,,,2021,1.0,NVO,353278.0,NOVO NORDISK A S,90.32258064516128,True,Pharmaceutical Preparations,success,DRUG,Semaglutide,small_molecule_candidate,,True,edgar_primary,90,https://www.sec.gov/Archives/edgar/data/353278/000117184321003892/f6k_052821.htm,2021-06-01,"o Rule 12g3-2(b) under the Securities Exchange Act of 1934. &nbsp; Yes [&nbsp;&nbsp;]&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;No [X] &nbsp; If &ldquo;Yes&rdquo; is marked, indicate below the file number assigned to the registrant in connection with Rule 12g-32(b):82-________ &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Novo Nordisk resubmits once-weekly semaglutide 2.0 mg for the treatment of type 2 diabetes for US regulatory approval &nbsp; Bagsv&aelig;rd, Denmark, 28 May 2021 &ndash; Novo Nordisk today announced the resubmission of a label expansion application to the US Food and Drug Administration (FDA) for the existing marketing authorisation for Ozempic &reg; , a once-weekly glucagon-like peptide-1 (GLP-1) analogue, to introduce a new dose of 2.0 mg. ",success,1.0,,0.1233272447540108,0.2134280301798454,2021-06-01,,False
NCT03574597,,2018-06-21,2024-06-18,,2024-08-06,2018-06-21,2018-07-02,ACTUAL,2024-08-06,2024-08-30,ACTUAL,,,,2024-08-06,2024-08-30,ACTUAL,2018-10-24,ACTUAL,2018-10-24,2024-08,2024-08-31,2023-06-29,ACTUAL,2023-06-29,2023-06-21,ACTUAL,2023-06-21,,INTERVENTIONAL,SELECT,FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.,Semaglutide Effects on Heart Disease and Stroke in Patients With Overweight or Obesity,SELECT - Semaglutide Effects on Cardiovascular Outcomes in People With Overweight or Obesity,COMPLETED,,PHASE3,17604.0,ACTUAL,Novo Nordisk A/S,,2.0,,,f,,,,t,t,f,,,,,,,,http://novonordisk-trials.com,YES,According to the Novo Nordisk disclosure commitment on novonordisk-trials.com,2024-10-15 13:48:32.231755,2024-10-15 13:48:32.231755,INDUSTRY,,,,,,,2023,1.0,NVO,353278.0,NOVO NORDISK A S,90.32258064516128,True,Pharmaceutical Preparations,success,DRUG,Semaglutide,small_molecule_candidate,,True,edgar_primary,93,https://www.sec.gov/Archives/edgar/data/353278/000117184323005056/f6k_080823.htm,2023-08-08,"ovo All&eacute;&nbsp; DK- 2880, Bagsvaerd&nbsp; Denmark (Address of principal executive offices) ________________ &nbsp; Indicate by check mark whether the registrant files or will file annual reports under cover of Form 20-F or Form 40-F &nbsp; Form 20-F [X]&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Form 40-F [&nbsp;&nbsp;] &nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Semaglutide 2.4 mg reduces the risk of major adverse cardiovascular events by 20% in adults with overweight or obesity in the SELECT trial&nbsp; &nbsp; Bagsv&aelig;rd, Denmark, 8 August 2023 &ndash; Novo Nordisk today announced the headline results from the SELECT cardiovascular outcomes trial. The double-blinded trial compared subcutaneous once-weekly semaglutide 2.4 mg with placebo as an adjunct to standar",success,1.0,,0.1191075341341088,0.0602520846797584,2023-08-08,,False
NCT04629703,,2020-11-13,,2023-08-15,2023-08-15,2020-11-13,2020-11-16,ACTUAL,,,,,2023-08-18,ACTUAL,2023-08-15,2023-08-18,ACTUAL,2021-03-25,ACTUAL,2021-03-25,2023-08,2023-08-31,2022-09-05,ACTUAL,2022-09-05,2022-09-05,ACTUAL,2022-09-05,,INTERVENTIONAL,,,"Double-Blind, Randomized, Placebo-Controlled, Multi-Center Phase 3 Study to Evaluate the Efficacy and Safety of Fostamatinib in COVID-19 Subjects","Double-Blind, Randomized, Placebo-Controlled, Multi-Center Phase 3 Study to Evaluate the Efficacy and Safety of Fostamatinib in COVID-19 Subjects",COMPLETED,,PHASE3,280.0,ACTUAL,Rigel Pharmaceuticals,,2.0,,,f,,,,t,t,f,,,,,,,,,,,2024-10-15 13:54:14.880753,2024-10-15 13:54:14.880753,INDUSTRY,,,,,,,2022,0.0,RIGL,1034842.0,RIGEL PHARMACEUTICALS INC,100.0,True,Pharmaceutical Preparations,failure_efficacy_safety,DRUG;DRUG,Fostamatinib;Placebo,small_molecule_candidate,,True,edgar_primary,11,https://www.sec.gov/Archives/edgar/data/1034842/000110465922113463/tm2229339d1_ex99-1.htm,2022-11-01," EX-99.1 2 tm2229339d1_ex99-1.htm EXHIBIT 99.1 &nbsp; Exhibit 99.1 &nbsp; &nbsp; &nbsp; Rigel Announces Top-line Results from FOCUS Phase 3 Clinical Trial of Fostamatinib in High Risk Hospitalized COVID-19 Patients &nbsp; SOUTH SAN FRANCISCO, Calif., November 1, 2022 /PRNewswire/ -- Rigel Pharmaceuticals, Inc. (Nasdaq: RIGL), today announced top-line efficacy and safety results from the FOCUS Phase 3 clinical trial of fostamatinib in hospitalized COVID-19 patients without respiratory failure who have certain high-risk prognostic factors. The trial approached but d",failure_efficacy_safety,0.0,,-0.4363363954681847,1.1465793746304678,2022-11-01,,False
NCT03759392,,2018-11-15,2023-01-06,,2023-02-11,2018-11-28,2018-11-30,ACTUAL,2023-02-11,2023-03-07,ACTUAL,,,,2023-02-11,2023-03-07,ACTUAL,2019-04-09,ACTUAL,2019-04-09,2023-02,2023-02-28,2022-01-06,ACTUAL,2022-01-06,2021-11-08,ACTUAL,2021-11-08,,INTERVENTIONAL,METEORIC-HF,,Study to Assess the Effect of Omecamtiv Mecarbil on Exercise Capacity in Subjects With Heart Failure,"A Double-blind, Randomized, Placebo-controlled, Multicenter Study to Assess the Effect of Omecamtiv Mecarbil on Exercise Capacity in Subjects With Heart Failure With Reduced Ejection Fraction and Decreased Exercise Tolerance",COMPLETED,,PHASE3,276.0,ACTUAL,Cytokinetics,,2.0,,,f,,,,t,t,f,,,,,,Data sharing requests relating to this study will be considered beginning 18 months after the study has ended and either 1) the product and indication (or other new use) have been granted marketing authorization in both the US and Europe or 2) clinical development for the product and/or indication discontinues and the data will not be submitted to regulatory authorities. There is no end date for eligibility to submit a data sharing request for this study.,"Qualified researchers may submit a request containing the research objectives, the Amgen product(s) and Amgen study/studies in scope, endpoints/outcomes of interest, statistical analysis plan, data requirements, publication plan, and qualifications of the researcher(s). In general, Amgen does not grant external requests for individual patient data for the purpose of re-evaluating safety and efficacy issues already addressed in the product labelling. Requests are reviewed by a committee of internal advisors, and if not approved, may be further arbitrated by a Data Sharing Independent Review Panel. Upon approval, information necessary to address the research question will be provided under the terms of a data sharing agreement. This may include anonymized individual patient data and/or available supporting documents, containing fragments of analysis code where provided in analysis specifications. Further details are available at the link below.",http://www.amgen.com/datasharing,YES,De-identified individual patient data for variables necessary to address the specific research question in an approved data sharing request.,2024-10-16 20:59:50.237862,2024-10-16 20:59:50.237862,INDUSTRY,,,,,,,2022,1.0,CYTK,1061983.0,CYTOKINETICS INC,100.0,True,Pharmaceutical Preparations,success,DRUG,Omecamtiv Mecarbil,small_molecule_candidate,,True,edgar_primary,41,https://www.sec.gov/Archives/edgar/data/1061983/000117184322000144/f8k_010722.htm,2022-01-07,"sing. The remaining Term Loans become available, subject to customary draw conditions, as follows: &#160; &#183; $50 million of Tranche 2 Term Loans during the one year period following the receipt on or prior to December 31, 2022 of marketing approval from the U.S. Food and Drug Administration (&#8220;FDA&#8221;) of Cytokinetics&#8217; proprietary small molecule cardiac myosin activator known as omecamtiv mecarbil ; &#183; $25 million of Tranche 3 Term Loans during the one year period following the commercial availability of a diagnostic test measuring levels of omecamtiv mecarbil to support the final FDA label language applicable to such drug, subject to such commercial availability and the conditions to the Tranche 2 Term Loans having occurred on or prior to December 31, 2022; &#183; $75 million of Tranc",success,1.0,,-0.2824481985765265,0.8734400390026715,2022-01-07,,False
NCT03697109,,2018-09-27,,,2024-08-27,2018-10-03,2018-10-05,ACTUAL,,,,,,,2024-08-27,2024-08-29,ACTUAL,2018-11-15,ACTUAL,2018-11-15,2024-08,2024-08-31,2024-04-15,ACTUAL,2024-04-15,2024-04-08,ACTUAL,2024-04-08,,INTERVENTIONAL,GRACE,,A Study of the Efficacy and Safety of Relacorilant in Patients With Endogenous Cushing Syndrome,"Glucocorticoid Receptor Antagonism in the Treatment of Cushing Syndrome (GRACE): A Phase 3, Double-Blind, Placebo-Controlled, Randomized-Withdrawal Study of the Efficacy and Safety of Relacorilant",COMPLETED,,PHASE3,152.0,ACTUAL,Corcept Therapeutics,,3.0,,,f,,,,t,t,f,,,,,,,,,NO,,2024-10-15 14:00:57.620255,2024-10-15 14:00:57.620255,INDUSTRY,,,,,,,2024,1.0,CORT,1088856.0,CORCEPT THERAPEUTICS INC,100.0,True,Pharmaceutical Preparations,success,DRUG,Relacorilant,small_molecule_candidate,,True,edgar_primary,9,https://www.sec.gov/Archives/edgar/data/1088856/000162828024019607/exhibit991pressrelease05-0.htm,2024-05-01,"ance to $620 &#8211; $650 million . Clinical Development &#8220;The results of the open-label phase of our GRACE trial, which we released last week, are compelling,&#8221; said Dr. Belanoff. &#8220;We expect to build on these results in the trial&#8217;s randomized withdrawal phase. Results from this portion of the study will be available in the coming weeks. We are on track to submit our NDA for relacorilant in Cushing&#8217;s syndrome by the end of this quarter. &#8220;In addition, we have completed enrollment in all our other late-stage studies &#8211; GRADIENT, CATALYST, ROSELLA and DAZALS. We expect that these studies will provide potent evidence that cortisol modulation is a powerful therapeutic mechanism with activity in many serious disorders,&#8221; added Dr. Belanoff. &#8220;We expect data f",success,1.0,,0.1856570339611946,0.6385337423848121,2024-05-01,,False
NCT04725240,,2021-01-06,2023-06-21,,2023-08-30,2021-01-22,2021-01-26,ACTUAL,2023-08-30,2023-09-21,ACTUAL,,,,2023-08-30,2023-09-21,ACTUAL,2021-06-07,ACTUAL,2021-06-07,2023-08,2023-08-31,2022-06-28,ACTUAL,2022-06-28,2022-06-28,ACTUAL,2022-06-28,,INTERVENTIONAL,,The Full Analysis Set included all participants who received at least 1 dose of setmelanotide and had baseline data.,Open-Label Study of Setmelanotide in Hypothalamic Obesity,"A Phase 2, Open-Label 20-Week Study to Evaluate the Safety and Efficacy of Setmelanotide in Subjects With Hypothalamic Obesity",COMPLETED,,PHASE2,18.0,ACTUAL,"Rhythm Pharmaceuticals, Inc.",,1.0,,,f,,,,f,t,f,,,,,,,,,NO,,2024-10-16 00:28:31.109149,2024-10-16 00:28:31.109149,INDUSTRY,,,,,,,2022,1.0,RYTM,1649904.0,"RHYTHM PHARMACEUTICALS, INC.",100.0,True,Pharmaceutical Preparations,success,DRUG,Setmelanotide,small_molecule_candidate,,True,edgar_primary,9,https://www.sec.gov/Archives/edgar/data/1649904/000110465923002258/tm232248d1_ex99-1.htm,2023-01-09,"CIVREE Label and Overall Opportunity Entering Phase 3 in 1H 2023 Hypothalamic obesity 5,000 &#8211; 10,000 patients in the U.S.* Phase 3 EMANATE Trial** Heterozygous POMC/PCSK1 insufficiency Heterozygous LEPR insufficiency SRC1 deficiency SH2B1 deficiency 53,000 patients in the U.S. &#8224; &#8224; Estimated U.S. patients based on population with early - onset, severe obesity who may benefit from setmelanotide based on Rhythm sequencing results and current estimated responder rates ; does not include ex - U.S. prevalence estimates. Estimate 6,000 with heterozygous POMC/PCSK1 insufficiency; 4,000 with heterozygous LEPR insufficiency, 20,000 with SRC1 deficiency and 23,000 with SH2B1 defic ien cy . 1.7% of the US population (328M; 2019 US census) presents with severe early onset obesity (Hales et al 2018",success,1.0,,-0.5148176382614692,1.4414179053145093,2023-01-09,,False
NCT04102579,,2019-09-23,2023-09-15,2022-09-29,2023-09-15,2019-09-23,2019-09-25,ACTUAL,2023-09-15,2023-10-11,ACTUAL,2022-09-29,2022-10-05,ACTUAL,2023-09-15,2023-10-11,ACTUAL,2019-11-13,ACTUAL,2019-11-13,2023-09,2023-09-30,2021-10-26,ACTUAL,2021-10-26,2021-10-15,ACTUAL,2021-10-15,,INTERVENTIONAL,KINECT-HD,All participants who received at least 1 dose of study drug.,"Efficacy, Safety, and Tolerability of Valbenazine for the Treatment of Chorea Associated With Huntington Disease","A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy, Safety, and Tolerability of Valbenazine for the Treatment of Chorea Associated With Huntington Disease",COMPLETED,,PHASE3,128.0,ACTUAL,Neurocrine Biosciences,,2.0,,,f,,,,t,t,f,,,,,,,,,NO,,2024-10-15 14:00:57.620255,2024-10-15 14:00:57.620255,INDUSTRY,,,,,,,2021,1.0,NBIX,914475.0,NEUROCRINE BIOSCIENCES INC,100.0,True,"Biological Products, (No Diagnostic Substances)",success,DRUG,Valbenazine,small_molecule_candidate,,True,edgar_primary,11,https://www.sec.gov/Archives/edgar/data/914475/000091447521000057/nbix-20210930exhibit991.htm,2021-11-01,"$770 million. &#8226; GAAP expense guidance range includes $10 million of IPR&#38;D and milestone expenses, and approximately $135 million of share-based compensation, including increased share-based compensation for an equity grant to full-time employees other than executive officers in September 2021. Expected Milestones and Key Activities Program Indication 2021 Milestones &#47; Key Activities Valbenazine Chorea in Huntington Disease Registrational Top-Line Data Expected in December Tardive Dyskinesia Mitsubishi Tanabe Pharma Corporation Submitted Marketing Authorization with Ministry of Health and Welfare in Japan Dyskinesia Due to Cerebral Palsy (Neurological Indication) Initiating Registrational Study in Q4 Adjunctive Treatment in Schizophrenia (Psychiatric Indication) Initiating Registrational",success,1.0,,-0.0015537510363386,0.4015036899590513,2021-11-01,,False
